Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2012-04-14,Norwich,Man City,1,6,A
2012/2013,2012-12-29,Norwich,Man City,3,4,A
2013/2014,2014-02-08,Norwich,Man City,0,0,D
2015/2016,2016-03-12,Norwich,Man City,0,0,D
