Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-12-12,Tottenham,Chelsea,1,1,D
2011/2012,2011-12-22,Tottenham,Chelsea,1,1,D
2012/2013,2012-10-20,Tottenham,Chelsea,2,4,A
2013/2014,2013-09-28,Tottenham,Chelsea,1,1,D
2014/2015,2015-01-01,Tottenham,Chelsea,5,3,H
2015/2016,2015-11-29,Tottenham,Chelsea,0,0,D
