Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-01-16,Tottenham,Man United,0,0,D
2011/2012,2012-03-04,Tottenham,Man United,1,3,A
2012/2013,2013-01-20,Tottenham,Man United,1,1,D
2013/2014,2013-12-01,Tottenham,Man United,2,2,D
2014/2015,2014-12-28,Tottenham,Man United,0,0,D
2015/2016,2016-04-10,Tottenham,Man United,3,0,H
