Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-11-21,Fulham,Man City,1,4,A
2011/2012,2011-09-18,Fulham,Man City,2,2,D
2012/2013,2012-09-29,Fulham,Man City,1,2,A
2013/2014,2013-12-21,Fulham,Man City,2,4,A
