Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-09-18,Stoke,West Ham,1,1,D
2012/2013,2013-03-02,Stoke,West Ham,0,1,A
2013/2014,2014-03-15,Stoke,West Ham,3,1,H
2014/2015,2014-11-01,Stoke,West Ham,2,2,D
