Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-10-16,Fulham,Tottenham,1,2,A
2011/2012,2011-11-06,Fulham,Tottenham,1,3,A
2012/2013,2012-12-01,Fulham,Tottenham,0,3,A
2013/2014,2013-12-04,Fulham,Tottenham,1,2,A
