Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2013-08-31,Crystal Palace,Sunderland,3,1,H
2014/2015,2014-11-03,Crystal Palace,Sunderland,1,3,A
2015/2016,2015-11-23,Crystal Palace,Sunderland,0,1,A
