Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-05-14,West Brom,Everton,1,0,H
2011/2012,2012-01-01,West Brom,Everton,0,1,A
2012/2013,2012-09-01,West Brom,Everton,2,0,H
2013/2014,2014-01-20,West Brom,Everton,1,1,D
2014/2015,2014-09-13,West Brom,Everton,0,2,A
2015/2016,2015-09-28,West Brom,Everton,2,3,A
