Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2012/2013,2013-01-21,Southampton,Everton,0,0,D
2013/2014,2014-04-26,Southampton,Everton,2,0,H
2014/2015,2014-12-20,Southampton,Everton,3,0,H
2015/2016,2015-08-15,Southampton,Everton,0,3,A
