Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2011-12-10,Liverpool,QPR,1,0,H
2012/2013,2013-05-19,Liverpool,QPR,1,0,H
2014/2015,2015-05-02,Liverpool,QPR,2,1,H
