Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2012-01-15,Swansea,Arsenal,3,2,H
2012/2013,2013-03-16,Swansea,Arsenal,0,2,A
2013/2014,2013-09-28,Swansea,Arsenal,1,2,A
2014/2015,2014-11-09,Swansea,Arsenal,2,1,H
2015/2016,2015-10-31,Swansea,Arsenal,0,3,A
