Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2012/2013,2012-12-22,Southampton,Sunderland,0,1,A
2013/2014,2013-08-24,Southampton,Sunderland,1,1,D
2014/2015,2014-10-18,Southampton,Sunderland,8,0,H
2015/2016,2016-03-05,Southampton,Sunderland,1,1,D
