Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2011-09-25,QPR,Aston Villa,1,1,D
2012/2013,2012-12-01,QPR,Aston Villa,1,1,D
2014/2015,2014-10-27,QPR,Aston Villa,2,0,H
