Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-08-29,Aston Villa,Everton,1,0,H
2011/2012,2012-01-14,Aston Villa,Everton,1,1,D
2012/2013,2012-08-25,Aston Villa,Everton,1,3,A
2013/2014,2013-10-26,Aston Villa,Everton,0,2,A
2014/2015,2015-05-02,Aston Villa,Everton,3,2,H
2015/2016,2016-03-01,Aston Villa,Everton,1,3,A
