Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2012-01-21,Sunderland,Swansea,2,0,H
2012/2013,2013-01-29,Sunderland,Swansea,0,0,D
2013/2014,2014-05-11,Sunderland,Swansea,1,3,A
2014/2015,2014-09-27,Sunderland,Swansea,0,0,D
2015/2016,2015-08-22,Sunderland,Swansea,1,1,D
