Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2011-09-24,Chelsea,Swansea,4,1,H
2012/2013,2013-04-28,Chelsea,Swansea,2,0,H
2013/2014,2013-12-26,Chelsea,Swansea,1,0,H
2014/2015,2014-09-13,Chelsea,Swansea,4,2,H
2015/2016,2015-08-08,Chelsea,Swansea,2,2,D
