Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-09-11,Everton,Man United,3,3,D
2011/2012,2011-10-29,Everton,Man United,0,1,A
2012/2013,2012-08-20,Everton,Man United,1,0,H
2013/2014,2014-04-20,Everton,Man United,2,0,H
2014/2015,2015-04-26,Everton,Man United,3,0,H
2015/2016,2015-10-17,Everton,Man United,0,3,A
