Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2012-02-01,Aston Villa,QPR,2,2,D
2012/2013,2013-03-16,Aston Villa,QPR,3,2,H
2014/2015,2015-04-07,Aston Villa,QPR,3,3,D
