Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-04-16,West Brom,Chelsea,1,3,A
2011/2012,2012-03-03,West Brom,Chelsea,1,0,H
2012/2013,2012-11-17,West Brom,Chelsea,2,1,H
2013/2014,2014-02-11,West Brom,Chelsea,1,1,D
2014/2015,2015-05-18,West Brom,Chelsea,3,0,H
2015/2016,2015-08-23,West Brom,Chelsea,2,3,A
