Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2012-03-03,Stoke,Norwich,1,0,H
2012/2013,2013-04-27,Stoke,Norwich,1,0,H
2013/2014,2013-09-29,Stoke,Norwich,0,1,A
2015/2016,2016-01-13,Stoke,Norwich,3,1,H
