Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2012/2013,2012-09-29,Everton,Southampton,3,1,H
2013/2014,2013-12-29,Everton,Southampton,2,1,H
2014/2015,2015-04-04,Everton,Southampton,1,0,H
