Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-12-11,Newcastle,Liverpool,3,1,H
2011/2012,2012-04-01,Newcastle,Liverpool,2,0,H
2012/2013,2013-04-27,Newcastle,Liverpool,0,6,A
2013/2014,2013-10-19,Newcastle,Liverpool,2,2,D
2014/2015,2014-11-01,Newcastle,Liverpool,1,0,H
2015/2016,2015-12-06,Newcastle,Liverpool,2,0,H
