Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-03-19,Stoke,Newcastle,4,0,H
2011/2012,2011-10-31,Stoke,Newcastle,1,3,A
2012/2013,2012-11-28,Stoke,Newcastle,2,1,H
2013/2014,2014-04-12,Stoke,Newcastle,1,0,H
2014/2015,2014-09-29,Stoke,Newcastle,1,0,H
2015/2016,2016-03-02,Stoke,Newcastle,1,0,H
