Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2011-10-23,QPR,Chelsea,1,0,H
2012/2013,2012-09-15,QPR,Chelsea,0,0,D
2014/2015,2015-04-12,QPR,Chelsea,0,1,A
