Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2012-02-26,Stoke,Swansea,2,0,H
2012/2013,2012-09-29,Stoke,Swansea,2,0,H
2013/2014,2014-02-12,Stoke,Swansea,1,1,D
2014/2015,2014-10-19,Stoke,Swansea,2,1,H
2015/2016,2016-04-02,Stoke,Swansea,2,2,D
