Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-01-04,Fulham,West Brom,3,0,H
2011/2012,2012-02-01,Fulham,West Brom,1,1,D
2012/2013,2012-09-15,Fulham,West Brom,3,0,H
2013/2014,2013-09-14,Fulham,West Brom,1,1,D
