Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-11-14,Everton,Arsenal,1,2,A
2011/2012,2012-03-21,Everton,Arsenal,0,1,A
2012/2013,2012-11-28,Everton,Arsenal,1,1,D
2013/2014,2014-04-06,Everton,Arsenal,3,0,H
2014/2015,2014-08-23,Everton,Arsenal,2,2,D
2015/2016,2016-03-19,Everton,Arsenal,0,2,A
