Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2014-02-08,Crystal Palace,West Brom,3,1,H
2014/2015,2015-04-18,Crystal Palace,West Brom,0,2,A
2015/2016,2015-10-03,Crystal Palace,West Brom,2,0,H
