Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2012-05-13,Norwich,Aston Villa,2,0,H
2012/2013,2013-05-04,Norwich,Aston Villa,1,2,A
2013/2014,2013-09-21,Norwich,Aston Villa,0,1,A
2015/2016,2015-12-28,Norwich,Aston Villa,2,0,H
