Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-01-22,Newcastle,Tottenham,1,1,D
2011/2012,2011-10-16,Newcastle,Tottenham,2,2,D
2012/2013,2012-08-18,Newcastle,Tottenham,2,1,H
2013/2014,2014-02-12,Newcastle,Tottenham,0,4,A
2014/2015,2015-04-19,Newcastle,Tottenham,1,3,A
