Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-10-03,Man City,Newcastle,2,1,H
2011/2012,2011-11-19,Man City,Newcastle,3,1,H
2012/2013,2013-03-30,Man City,Newcastle,4,0,H
2013/2014,2013-08-19,Man City,Newcastle,4,0,H
2014/2015,2015-02-21,Man City,Newcastle,5,0,H
2015/2016,2015-10-03,Man City,Newcastle,6,1,H
