Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-11-10,Man City,Man United,0,0,D
2011/2012,2012-04-30,Man City,Man United,1,0,H
2012/2013,2012-12-09,Man City,Man United,2,3,A
2013/2014,2013-09-22,Man City,Man United,4,1,H
2014/2015,2014-11-02,Man City,Man United,1,0,H
2015/2016,2016-03-20,Man City,Man United,0,1,A
