Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2012/2013,2012-11-28,Southampton,Norwich,1,1,D
2013/2014,2014-03-15,Southampton,Norwich,4,2,H
2015/2016,2015-08-30,Southampton,Norwich,3,0,H
