Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2013-12-28,Man City,Crystal Palace,1,0,H
2014/2015,2014-12-20,Man City,Crystal Palace,3,0,H
2015/2016,2016-01-16,Man City,Crystal Palace,4,0,H
