Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-04-09,Man United,Fulham,2,0,H
2011/2012,2012-03-26,Man United,Fulham,1,0,H
2012/2013,2012-08-25,Man United,Fulham,3,2,H
2013/2014,2014-02-09,Man United,Fulham,2,2,D
