Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-11-06,Sunderland,Stoke,2,0,H
2011/2012,2011-09-18,Sunderland,Stoke,4,0,H
2012/2013,2013-05-06,Sunderland,Stoke,1,1,D
2013/2014,2014-01-29,Sunderland,Stoke,1,0,H
2014/2015,2014-10-04,Sunderland,Stoke,3,1,H
2015/2016,2015-11-28,Sunderland,Stoke,2,0,H
