Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2011-12-10,Swansea,Fulham,2,0,H
2012/2013,2013-05-19,Swansea,Fulham,0,3,A
2013/2014,2014-01-28,Swansea,Fulham,2,0,H
