Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-12-13,Man United,Arsenal,1,0,H
2011/2012,2011-08-28,Man United,Arsenal,8,2,H
2012/2013,2012-11-03,Man United,Arsenal,2,1,H
2013/2014,2013-11-10,Man United,Arsenal,1,0,H
2014/2015,2015-05-17,Man United,Arsenal,1,1,D
2015/2016,2016-02-28,Man United,Arsenal,3,2,H
