Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-11-07,West Brom,Man City,0,2,A
2011/2012,2011-12-26,West Brom,Man City,0,0,D
2012/2013,2012-10-20,West Brom,Man City,1,2,A
2013/2014,2013-12-04,West Brom,Man City,2,3,A
2014/2015,2014-12-26,West Brom,Man City,1,3,A
2015/2016,2015-08-10,West Brom,Man City,0,3,A
