Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-01-16,Liverpool,Everton,2,2,D
2011/2012,2012-03-13,Liverpool,Everton,3,0,H
2012/2013,2013-05-05,Liverpool,Everton,0,0,D
2013/2014,2014-01-28,Liverpool,Everton,4,0,H
2014/2015,2014-09-27,Liverpool,Everton,1,1,D
