Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-04-30,Sunderland,Fulham,0,3,A
2011/2012,2011-11-19,Sunderland,Fulham,0,0,D
2012/2013,2013-03-02,Sunderland,Fulham,2,2,D
2013/2014,2013-08-17,Sunderland,Fulham,0,1,A
