Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-12-20,Man City,Everton,1,2,A
2011/2012,2011-09-24,Man City,Everton,2,0,H
2012/2013,2012-12-01,Man City,Everton,1,1,D
2013/2014,2013-10-05,Man City,Everton,3,1,H
2014/2015,2014-12-06,Man City,Everton,1,0,H
2015/2016,2016-01-13,Man City,Everton,0,0,D
