Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2013-12-03,Crystal Palace,West Ham,1,0,H
2014/2015,2014-08-23,Crystal Palace,West Ham,1,3,A
2015/2016,2015-10-17,Crystal Palace,West Ham,1,3,A
