Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-05-07,Aston Villa,Wigan,1,1,D
2011/2012,2011-10-01,Aston Villa,Wigan,2,0,H
2012/2013,2012-12-29,Aston Villa,Wigan,0,3,A
