Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2014-03-15,Sunderland,Crystal Palace,0,0,D
2014/2015,2015-04-11,Sunderland,Crystal Palace,1,4,A
2015/2016,2016-03-01,Sunderland,Crystal Palace,2,2,D
