Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-01-15,West Ham,Arsenal,0,3,A
2012/2013,2012-10-06,West Ham,Arsenal,1,3,A
2013/2014,2013-12-26,West Ham,Arsenal,1,3,A
2014/2015,2014-12-28,West Ham,Arsenal,1,2,A
2015/2016,2016-04-09,West Ham,Arsenal,3,3,D
