Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2014-03-29,Crystal Palace,Chelsea,1,0,H
2014/2015,2014-10-18,Crystal Palace,Chelsea,1,2,A
2015/2016,2016-01-03,Crystal Palace,Chelsea,0,3,A
