Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-11-13,Wigan,West Brom,1,0,H
2011/2012,2012-03-17,Wigan,West Brom,1,1,D
2012/2013,2012-11-10,Wigan,West Brom,1,2,A
