Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2012-05-05,Arsenal,Norwich,3,3,D
2012/2013,2013-04-13,Arsenal,Norwich,3,1,H
2013/2014,2013-10-19,Arsenal,Norwich,4,1,H
