Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2014-04-27,Crystal Palace,Man City,0,2,A
2014/2015,2015-04-06,Crystal Palace,Man City,2,1,H
2015/2016,2015-09-12,Crystal Palace,Man City,0,1,A
