Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-01-22,Everton,West Ham,2,2,D
2012/2013,2013-05-12,Everton,West Ham,2,0,H
2013/2014,2014-03-01,Everton,West Ham,1,0,H
2014/2015,2014-11-22,Everton,West Ham,2,1,H
2015/2016,2016-03-05,Everton,West Ham,2,3,A
