Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-11-20,Liverpool,West Ham,3,0,H
2012/2013,2013-04-07,Liverpool,West Ham,0,0,D
2013/2014,2013-12-07,Liverpool,West Ham,4,1,H
2014/2015,2015-01-31,Liverpool,West Ham,2,0,H
2015/2016,2015-08-29,Liverpool,West Ham,0,3,A
