Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2014-02-02,Arsenal,Crystal Palace,2,0,H
2014/2015,2014-08-16,Arsenal,Crystal Palace,2,1,H
