Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2013-11-02,West Brom,Crystal Palace,2,0,H
2014/2015,2014-10-25,West Brom,Crystal Palace,2,2,D
2015/2016,2016-02-27,West Brom,Crystal Palace,3,2,H
