Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-03-20,Sunderland,Liverpool,0,2,A
2011/2012,2012-03-10,Sunderland,Liverpool,1,0,H
2012/2013,2012-09-15,Sunderland,Liverpool,1,1,D
2013/2014,2013-09-29,Sunderland,Liverpool,1,3,A
2014/2015,2015-01-10,Sunderland,Liverpool,0,1,A
2015/2016,2015-12-30,Sunderland,Liverpool,0,1,A
