Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2012-03-31,Fulham,Norwich,2,1,H
2012/2013,2012-08-18,Fulham,Norwich,5,0,H
2013/2014,2014-04-12,Fulham,Norwich,1,0,H
