Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-04-09,Sunderland,West Brom,2,3,A
2011/2012,2011-10-01,Sunderland,West Brom,2,2,D
2012/2013,2012-11-24,Sunderland,West Brom,2,4,A
2013/2014,2014-05-07,Sunderland,West Brom,2,0,H
2014/2015,2015-02-21,Sunderland,West Brom,0,0,D
2015/2016,2016-04-02,Sunderland,West Brom,0,0,D
