Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-04-02,West Ham,Man United,2,4,A
2012/2013,2013-04-17,West Ham,Man United,2,2,D
2013/2014,2014-03-22,West Ham,Man United,0,2,A
2014/2015,2015-02-08,West Ham,Man United,1,1,D
