Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-10-16,Man United,West Brom,2,2,D
2011/2012,2012-03-11,Man United,West Brom,2,0,H
2012/2013,2012-12-29,Man United,West Brom,2,0,H
2013/2014,2013-09-28,Man United,West Brom,1,2,A
2014/2015,2015-05-02,Man United,West Brom,0,1,A
2015/2016,2015-11-07,Man United,West Brom,2,0,H
