Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-09-18,Everton,Newcastle,0,1,A
2011/2012,2012-05-13,Everton,Newcastle,3,1,H
2012/2013,2012-09-17,Everton,Newcastle,2,2,D
2013/2014,2013-09-30,Everton,Newcastle,3,2,H
2014/2015,2015-03-15,Everton,Newcastle,3,0,H
2015/2016,2016-02-03,Everton,Newcastle,3,0,H
