Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2014-04-19,West Ham,Crystal Palace,0,1,A
2014/2015,2015-02-28,West Ham,Crystal Palace,1,3,A
2015/2016,2016-04-02,West Ham,Crystal Palace,2,2,D
