Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-03-05,Man City,Wigan,1,0,H
2011/2012,2011-09-10,Man City,Wigan,3,0,H
2012/2013,2013-04-17,Man City,Wigan,1,0,H
