Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-01-22,Fulham,Stoke,2,0,H
2011/2012,2012-02-11,Fulham,Stoke,2,1,H
2012/2013,2013-02-23,Fulham,Stoke,1,0,H
2013/2014,2013-10-05,Fulham,Stoke,1,0,H
