Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-05-10,Man City,Tottenham,1,0,H
2011/2012,2012-01-22,Man City,Tottenham,3,2,H
2012/2013,2012-11-11,Man City,Tottenham,2,1,H
2013/2014,2013-11-24,Man City,Tottenham,6,0,H
2014/2015,2014-10-18,Man City,Tottenham,4,1,H
2015/2016,2016-02-14,Man City,Tottenham,1,2,A
